Year,Site,Growth
902,WaterLimited,0.947571908
903,EnergyLimited,0.730206811
903,WaterLimited,0.78584563
904,EnergyLimited,0.878986416
904,WaterLimited,0.795689842
905,EnergyLimited,0.971541945
905,WaterLimited,1.213185128
906,EnergyLimited,0.796771282
906,WaterLimited,0.893835977
907,EnergyLimited,0.703564811
907,WaterLimited,0.768737667
908,EnergyLimited,0.926093215
908,WaterLimited,0.916609751
909,EnergyLimited,1.035818168
909,WaterLimited,0.936051792
910,EnergyLimited,0.919843768
910,WaterLimited,0.957027301
911,EnergyLimited,0.918418892
911,WaterLimited,0.991331069
912,EnergyLimited,0.965258918
912,WaterLimited,0.985288686
913,EnergyLimited,0.73137316
913,WaterLimited,0.623257572
914,EnergyLimited,0.830356853
914,WaterLimited,1.084512246
915,EnergyLimited,1.055151452
915,WaterLimited,1.099847615
916,EnergyLimited,0.876737146
916,WaterLimited,0.904180083
917,EnergyLimited,1.001853213
917,WaterLimited,1.350631392
918,EnergyLimited,0.916447849
918,WaterLimited,1.127491894
919,EnergyLimited,0.790757868
919,WaterLimited,0.668391805
920,EnergyLimited,0.801340207
920,WaterLimited,0.474637811
921,EnergyLimited,1.098642849
921,WaterLimited,1.163842949
922,EnergyLimited,0.738348083
922,WaterLimited,0.857367313
923,EnergyLimited,0.884231069
923,WaterLimited,0.548049084
924,EnergyLimited,0.537243489
924,WaterLimited,0.197213608
925,EnergyLimited,1.01976226
925,WaterLimited,0.877975122
926,EnergyLimited,1.028780002
926,WaterLimited,0.90156362
927,EnergyLimited,0.820269874
927,WaterLimited,0.944776046
928,EnergyLimited,0.752965168
928,WaterLimited,0.974655107
929,EnergyLimited,0.958783874
929,WaterLimited,0.925321796
930,EnergyLimited,0.798800124
930,WaterLimited,0.673986482
931,EnergyLimited,0.72812617
931,WaterLimited,0.825674704
932,EnergyLimited,0.889022677
932,WaterLimited,0.583771566
933,EnergyLimited,1.025561407
933,WaterLimited,0.967033932
934,EnergyLimited,1.110747491
934,WaterLimited,1.028471434
935,EnergyLimited,1.002182445
935,WaterLimited,0.945723066
936,EnergyLimited,1.080049081
936,WaterLimited,1.148403111
937,EnergyLimited,1.261667391
937,WaterLimited,1.339234644
938,EnergyLimited,1.152961613
938,WaterLimited,0.807366707
939,EnergyLimited,0.979744043
939,WaterLimited,0.996973705
940,EnergyLimited,1.041026336
940,WaterLimited,1.107954319
941,EnergyLimited,1.229878182
941,WaterLimited,1.398251015
942,EnergyLimited,0.826056816
942,WaterLimited,1.075815302
943,EnergyLimited,1.067128603
943,WaterLimited,0.968443086
944,EnergyLimited,1.070515814
944,WaterLimited,0.720426414
945,EnergyLimited,0.980286638
945,WaterLimited,0.997919087
946,EnergyLimited,0.96969443
946,WaterLimited,1.098686244
947,EnergyLimited,0.947107858
947,WaterLimited,1.197257158
948,EnergyLimited,1.031846647
948,WaterLimited,1.079171463
949,EnergyLimited,0.847433098
949,WaterLimited,1.134517252
950,EnergyLimited,1.032269557
950,WaterLimited,1.235379505
951,EnergyLimited,1.035824021
951,WaterLimited,1.276643175
952,EnergyLimited,0.812912499
952,WaterLimited,1.025941502
953,EnergyLimited,1.112291314
953,WaterLimited,1.045617194
954,EnergyLimited,1.129557275
954,WaterLimited,1.023628131
955,EnergyLimited,0.904080985
955,WaterLimited,0.75265551
956,EnergyLimited,1.053092494
956,WaterLimited,1.090066452
957,EnergyLimited,0.569244573
957,WaterLimited,0.08175104
958,EnergyLimited,0.786363199
958,WaterLimited,1.174688881
959,EnergyLimited,1.03214977
959,WaterLimited,1.125421386
960,EnergyLimited,1.047655873
960,WaterLimited,1.090318403
961,EnergyLimited,0.959769335
961,WaterLimited,0.275140899
962,EnergyLimited,1.186247223
962,WaterLimited,1.364557607
963,EnergyLimited,1.494729426
963,WaterLimited,1.221489363
964,EnergyLimited,1.20925527
964,WaterLimited,1.226065064
965,EnergyLimited,1.202645663
965,WaterLimited,1.186436719
966,EnergyLimited,1.45879567
966,WaterLimited,1.349687473
967,EnergyLimited,1.047683212
967,WaterLimited,0.54523287
968,EnergyLimited,1.548354507
968,WaterLimited,1.141285245
969,EnergyLimited,0.714877721
969,WaterLimited,0.672222945
970,EnergyLimited,1.539069511
970,WaterLimited,1.330918848
971,EnergyLimited,1.100351173
971,WaterLimited,0.980060407
972,EnergyLimited,0.95540068
972,WaterLimited,0.774261062
973,EnergyLimited,1.00803698
973,WaterLimited,1.089079127
974,EnergyLimited,1.15922492
974,WaterLimited,1.211521395
975,EnergyLimited,1.062621457
975,WaterLimited,0.984329416
976,EnergyLimited,1.160955572
976,WaterLimited,1.016072328
977,EnergyLimited,1.220687693
977,WaterLimited,1.298684229
978,EnergyLimited,1.230854308
978,WaterLimited,1.06937745
979,EnergyLimited,0.949626515
979,WaterLimited,0.143679304
980,EnergyLimited,1.026007838
980,WaterLimited,0.510577487
981,EnergyLimited,0.961935661
981,WaterLimited,0.31551557
982,EnergyLimited,1.41803308
982,WaterLimited,1.095834843
983,EnergyLimited,0.997868249
983,WaterLimited,0.735280929
984,EnergyLimited,0.970045402
984,WaterLimited,0.695879326
985,EnergyLimited,1.169435039
985,WaterLimited,0.884108087
986,EnergyLimited,1.368682397
986,WaterLimited,0.668321614
987,EnergyLimited,1.339477415
987,WaterLimited,1.120557423
988,EnergyLimited,0.906664065
988,WaterLimited,1.181486368
989,EnergyLimited,1.507339401
989,WaterLimited,1.217984755
990,EnergyLimited,0.780989036
990,WaterLimited,1.221536935
991,EnergyLimited,1.145646173
991,WaterLimited,1.23113527
992,EnergyLimited,1.023002655
992,WaterLimited,1.27716983
993,EnergyLimited,1.159969778
993,WaterLimited,1.416908034
994,EnergyLimited,0.997819105
994,WaterLimited,1.086718198
995,EnergyLimited,0.560751307
995,WaterLimited,0.131082065
996,EnergyLimited,0.854475488
996,WaterLimited,1.085449518
997,EnergyLimited,0.9054533
997,WaterLimited,1.145611083
998,EnergyLimited,0.771521503
998,WaterLimited,1.068851433
999,EnergyLimited,1.074404391
999,WaterLimited,1.256568019
1000,EnergyLimited,1.000406514
1000,WaterLimited,1.321082317
1001,EnergyLimited,0.681025025
1001,WaterLimited,0.910335382
1002,EnergyLimited,1.0562944
1002,WaterLimited,1.13857145
1003,EnergyLimited,1.037168719
1003,WaterLimited,1.278378509
1004,EnergyLimited,1.098792378
1004,WaterLimited,1.177257121
1005,EnergyLimited,0.582024866
1005,WaterLimited,0.49617934
1006,EnergyLimited,0.795636942
1006,WaterLimited,0.905927862
1007,EnergyLimited,1.208694898
1007,WaterLimited,1.40497732
1008,EnergyLimited,0.889657763
1008,WaterLimited,1.041334677
1009,EnergyLimited,0.811238957
1009,WaterLimited,1.15288131
1010,EnergyLimited,1.118091407
1010,WaterLimited,0.964652409
1011,EnergyLimited,0.71104869
1011,WaterLimited,1.167739554
1012,EnergyLimited,0.952552642
1012,WaterLimited,0.970351429
1013,EnergyLimited,0.99402523
1013,WaterLimited,0.922185239
1014,EnergyLimited,0.705213171
1014,WaterLimited,0.71912938
1015,EnergyLimited,0.968236597
1015,WaterLimited,1.026605301
1016,EnergyLimited,0.771789394
1016,WaterLimited,1.217246399
1017,EnergyLimited,0.934510772
1017,WaterLimited,1.17922055
1018,EnergyLimited,0.858326294
1018,WaterLimited,1.246992869
1019,EnergyLimited,0.858664146
1019,WaterLimited,1.011086809
1020,EnergyLimited,1.046285764
1020,WaterLimited,1.359226885
1021,EnergyLimited,0.95969833
1021,WaterLimited,0.997088057
1022,EnergyLimited,0.795933799
1022,WaterLimited,0.890515475
1023,EnergyLimited,1.176075333
1023,WaterLimited,1.324098484
1024,EnergyLimited,1.104224258
1024,WaterLimited,1.162067956
1025,EnergyLimited,1.080490197
1025,WaterLimited,0.955985671
1026,EnergyLimited,0.83477497
1026,WaterLimited,0.972633808
1027,EnergyLimited,0.856873917
1027,WaterLimited,1.065064067
1028,EnergyLimited,1.028177752
1028,WaterLimited,1.129811364
1029,EnergyLimited,1.177981121
1029,WaterLimited,1.12039752
1030,EnergyLimited,1.028778252
1030,WaterLimited,1.245996986
1031,EnergyLimited,1.12526927
1031,WaterLimited,1.196164153
1032,EnergyLimited,1.06665651
1032,WaterLimited,1.124507291
1033,EnergyLimited,0.931674758
1033,WaterLimited,0.946248059
1034,EnergyLimited,1.127931354
1034,WaterLimited,1.181951502
1035,EnergyLimited,0.926933588
1035,WaterLimited,1.006897584
1036,EnergyLimited,1.010202593
1036,WaterLimited,1.078346183
1037,EnergyLimited,0.918038361
1037,WaterLimited,1.089805774
1038,EnergyLimited,1.12816974
1038,WaterLimited,1.157609614
1039,EnergyLimited,1.09506505
1039,WaterLimited,0.954563019
1040,EnergyLimited,1.020492909
1040,WaterLimited,1.160331219
1041,EnergyLimited,1.119740094
1041,WaterLimited,1.291568633
1042,EnergyLimited,1.221870122
1042,WaterLimited,1.36842398
1043,EnergyLimited,0.879355987
1043,WaterLimited,0.730540984
1044,EnergyLimited,0.973140813
1044,WaterLimited,0.999032254
1045,EnergyLimited,1.039109923
1045,WaterLimited,1.11303312
1046,EnergyLimited,0.940389979
1046,WaterLimited,1.129645201
1047,EnergyLimited,1.066134304
1047,WaterLimited,1.212096584
1048,EnergyLimited,0.597620861
1048,WaterLimited,0.497064946
1049,EnergyLimited,0.74339711
1049,WaterLimited,0.755375982
1050,EnergyLimited,0.941483757
1050,WaterLimited,1.328532711
1051,EnergyLimited,1.10629181
1051,WaterLimited,1.207732881
1052,EnergyLimited,0.995588277
1052,WaterLimited,1.349194575
1053,EnergyLimited,0.741855345
1053,WaterLimited,0.798611115
1054,EnergyLimited,0.945858319
1054,WaterLimited,1.079166522
1055,EnergyLimited,0.950382414
1055,WaterLimited,0.65105923
1056,EnergyLimited,0.879731762
1056,WaterLimited,0.924043067
1057,EnergyLimited,0.948024682
1057,WaterLimited,1.057661847
1058,EnergyLimited,1.139907715
1058,WaterLimited,0.901755014
1059,EnergyLimited,1.076366395
1059,WaterLimited,0.397005881
1060,EnergyLimited,0.887179859
1060,WaterLimited,0.934158794
1061,EnergyLimited,1.333351178
1061,WaterLimited,1.243693104
1062,EnergyLimited,1.290191922
1062,WaterLimited,0.82101754
1063,EnergyLimited,1.073132058
1063,WaterLimited,0.870607816
1064,EnergyLimited,1.142488599
1064,WaterLimited,1.048423373
1065,EnergyLimited,1.044583839
1065,WaterLimited,1.141539717
1066,EnergyLimited,1.120431238
1066,WaterLimited,0.939984569
1067,EnergyLimited,0.930796642
1067,WaterLimited,0.706768998
1068,EnergyLimited,0.92231325
1068,WaterLimited,0.924350036
1069,EnergyLimited,1.003649501
1069,WaterLimited,0.895046128
1070,EnergyLimited,0.876341873
1070,WaterLimited,0.562456693
1071,EnergyLimited,1.018629335
1071,WaterLimited,0.787481181
1072,EnergyLimited,1.175999955
1072,WaterLimited,0.709964336
1073,EnergyLimited,1.248787339
1073,WaterLimited,0.679052195
1074,EnergyLimited,1.106139854
1074,WaterLimited,0.597114117
1075,EnergyLimited,1.136723896
1075,WaterLimited,0.944287585
1076,EnergyLimited,1.216156328
1076,WaterLimited,0.876777675
1077,EnergyLimited,0.820786092
1077,WaterLimited,1.032534249
1078,EnergyLimited,0.862625836
1078,WaterLimited,0.64148105
1079,EnergyLimited,1.088490579
1079,WaterLimited,1.108879459
1080,EnergyLimited,1.168079332
1080,WaterLimited,1.091042681
1081,EnergyLimited,1.412359575
1081,WaterLimited,1.060740787
1082,EnergyLimited,1.432254949
1082,WaterLimited,1.205842359
1083,EnergyLimited,1.059606624
1083,WaterLimited,0.922969384
1084,EnergyLimited,1.46550387
1084,WaterLimited,1.262974627
1085,EnergyLimited,1.307004388
1085,WaterLimited,1.163659278
1086,EnergyLimited,1.429528908
1086,WaterLimited,1.266205095
1087,EnergyLimited,1.267712332
1087,WaterLimited,1.308279688
1088,EnergyLimited,1.219773658
1088,WaterLimited,1.158941724
1089,EnergyLimited,1.027818823
1089,WaterLimited,1.06321539
1090,EnergyLimited,1.405639089
1090,WaterLimited,1.171016081
1091,EnergyLimited,1.275756143
1091,WaterLimited,1.115561206
1092,EnergyLimited,1.336312626
1092,WaterLimited,1.18839382
1093,EnergyLimited,1.152535018
1093,WaterLimited,0.274585767
1094,EnergyLimited,1.274574502
1094,WaterLimited,1.135376748
1095,EnergyLimited,1.139253097
1095,WaterLimited,1.056356209
1096,EnergyLimited,1.271461405
1096,WaterLimited,1.028007685
1097,EnergyLimited,1.223911518
1097,WaterLimited,1.181846115
1098,EnergyLimited,0.961130025
1098,WaterLimited,0.321008414
1099,EnergyLimited,1.289243365
1099,WaterLimited,1.253792565
1100,EnergyLimited,1.279326042
1100,WaterLimited,1.196237759
1101,EnergyLimited,1.123922655
1101,WaterLimited,0.95916762
1102,EnergyLimited,1.103417187
1102,WaterLimited,0.977224394
1103,EnergyLimited,1.160091949
1103,WaterLimited,0.257558219
1104,EnergyLimited,1.318992561
1104,WaterLimited,1.233875676
1105,EnergyLimited,1.248098284
1105,WaterLimited,1.279381371
1106,EnergyLimited,1.290421226
1106,WaterLimited,1.161086657
1107,EnergyLimited,1.26297495
1107,WaterLimited,1.241843558
1108,EnergyLimited,1.198993894
1108,WaterLimited,1.177745215
1109,EnergyLimited,0.996213272
1109,WaterLimited,1.298734962
1110,EnergyLimited,0.980756222
1110,WaterLimited,1.240528849
1111,EnergyLimited,1.10434677
1111,WaterLimited,1.153524677
1112,EnergyLimited,1.34019878
1112,WaterLimited,1.339514403
1113,EnergyLimited,0.931668096
1113,WaterLimited,1.047396119
1114,EnergyLimited,0.776211548
1114,WaterLimited,0.866783709
1115,EnergyLimited,0.987462189
1115,WaterLimited,1.369319468
1116,EnergyLimited,1.133843313
1116,WaterLimited,1.185829472
1117,EnergyLimited,0.763415009
1117,WaterLimited,1.233360559
1118,EnergyLimited,0.776855586
1118,WaterLimited,0.991118831
1119,EnergyLimited,0.823568896
1119,WaterLimited,1.130009235
1120,EnergyLimited,0.931084125
1120,WaterLimited,1.206691619
1121,EnergyLimited,0.588603574
1121,WaterLimited,1.056341443
1122,EnergyLimited,1.043554077
1122,WaterLimited,1.304083308
1123,EnergyLimited,0.831436939
1123,WaterLimited,1.114996715
1124,EnergyLimited,1.00281631
1124,WaterLimited,1.192552007
1125,EnergyLimited,1.356526313
1125,WaterLimited,1.536180324
1126,EnergyLimited,1.144137291
1126,WaterLimited,0.739675898
1127,EnergyLimited,1.100723007
1127,WaterLimited,0.624522809
1128,EnergyLimited,1.172090678
1128,WaterLimited,1.187418877
1129,EnergyLimited,1.138001119
1129,WaterLimited,1.036641888
1130,EnergyLimited,1.03861797
1130,WaterLimited,1.027767591
1131,EnergyLimited,1.351405544
1131,WaterLimited,1.122186503
1132,EnergyLimited,0.903081795
1132,WaterLimited,0.803762844
1133,EnergyLimited,0.406582974
1133,WaterLimited,0.02665255
1134,EnergyLimited,0.829632239
1134,WaterLimited,0.700707293
1135,EnergyLimited,1.030190395
1135,WaterLimited,0.752937811
1136,EnergyLimited,0.989317052
1136,WaterLimited,0.861623143
1137,EnergyLimited,1.068652101
1137,WaterLimited,1.025378048
1138,EnergyLimited,1.018756423
1138,WaterLimited,1.000050775
1139,EnergyLimited,1.071227312
1139,WaterLimited,0.915701655
1140,EnergyLimited,0.832799712
1140,WaterLimited,0.894842647
1141,EnergyLimited,1.137056818
1141,WaterLimited,1.034441618
1142,EnergyLimited,0.856442879
1142,WaterLimited,0.799215855
1143,EnergyLimited,0.842614346
1143,WaterLimited,1.119533809
1144,EnergyLimited,0.991101734
1144,WaterLimited,1.133159852
1145,EnergyLimited,0.897435117
1145,WaterLimited,1.006521362
1146,EnergyLimited,0.928676486
1146,WaterLimited,0.838197375
1147,EnergyLimited,0.873266935
1147,WaterLimited,0.720811096
1148,EnergyLimited,0.658568224
1148,WaterLimited,0.713889366
1149,EnergyLimited,0.806969529
1149,WaterLimited,0.83416184
1150,EnergyLimited,0.809567703
1150,WaterLimited,0.841910016
1151,EnergyLimited,0.545484478
1151,WaterLimited,0.292459266
1152,EnergyLimited,1.081104419
1152,WaterLimited,1.096694752
1153,EnergyLimited,0.915297981
1153,WaterLimited,0.929453569
1154,EnergyLimited,0.984722946
1154,WaterLimited,0.994399217
1155,EnergyLimited,1.241287239
1155,WaterLimited,1.126479271
1156,EnergyLimited,1.445696637
1156,WaterLimited,1.232934641
1157,EnergyLimited,1.045987287
1157,WaterLimited,0.876200925
1158,EnergyLimited,1.136390442
1158,WaterLimited,1.072403447
1159,EnergyLimited,1.576368077
1159,WaterLimited,1.117748684
1160,EnergyLimited,1.468091809
1160,WaterLimited,0.98914296
1161,EnergyLimited,1.504754671
1161,WaterLimited,1.025578275
1162,EnergyLimited,1.325001108
1162,WaterLimited,0.610965844
1163,EnergyLimited,1.356738705
1163,WaterLimited,1.117031164
1164,EnergyLimited,1.075904613
1164,WaterLimited,0.969069192
1165,EnergyLimited,1.458283459
1165,WaterLimited,1.254529513
1166,EnergyLimited,1.170741134
1166,WaterLimited,1.143497097
1167,EnergyLimited,1.31841384
1167,WaterLimited,1.155426412
1168,EnergyLimited,1.327083526
1168,WaterLimited,0.66764721
1169,EnergyLimited,1.634845031
1169,WaterLimited,1.278146256
1170,EnergyLimited,1.331667717
1170,WaterLimited,0.89575095
1171,EnergyLimited,1.212746922
1171,WaterLimited,0.923115939
1172,EnergyLimited,1.139293597
1172,WaterLimited,0.696961458
1173,EnergyLimited,1.315939285
1173,WaterLimited,1.025738204
1174,EnergyLimited,1.165198218
1174,WaterLimited,0.993422921
1175,EnergyLimited,1.589438012
1175,WaterLimited,0.520210434
1176,EnergyLimited,1.427652256
1176,WaterLimited,0.933231061
1177,EnergyLimited,1.315900013
1177,WaterLimited,0.792656328
1178,EnergyLimited,1.20355929
1178,WaterLimited,1.095196
1179,EnergyLimited,1.474764887
1179,WaterLimited,1.067433612
1180,EnergyLimited,1.121529094
1180,WaterLimited,0.864237856
1181,EnergyLimited,1.495567956
1181,WaterLimited,1.022734696
1182,EnergyLimited,1.50408586
1182,WaterLimited,0.994795308
1183,EnergyLimited,1.620628313
1183,WaterLimited,1.071270811
1184,EnergyLimited,1.432818777
1184,WaterLimited,0.989431412
1185,EnergyLimited,1.324068355
1185,WaterLimited,0.904227993
1186,EnergyLimited,1.325454429
1186,WaterLimited,0.726548113
1187,EnergyLimited,1.304914799
1187,WaterLimited,0.910401495
1188,EnergyLimited,1.32916859
1188,WaterLimited,0.86089331
1189,EnergyLimited,1.113526577
1189,WaterLimited,0.941823719
1190,EnergyLimited,1.404834595
1190,WaterLimited,1.086039084
1191,EnergyLimited,1.046988657
1191,WaterLimited,1.016672538
1192,EnergyLimited,1.102970603
1192,WaterLimited,1.139639327
1193,EnergyLimited,1.450753443
1193,WaterLimited,1.176952645
1194,EnergyLimited,1.093523857
1194,WaterLimited,0.836644463
1195,EnergyLimited,1.34416287
1195,WaterLimited,1.284543274
1196,EnergyLimited,0.86064345
1196,WaterLimited,0.488853908
1197,EnergyLimited,1.402762922
1197,WaterLimited,0.843425611
1198,EnergyLimited,1.080136529
1198,WaterLimited,0.894580445
1199,EnergyLimited,1.132858386
1199,WaterLimited,0.767077078
1200,EnergyLimited,1.216775103
1200,WaterLimited,0.926987044
1201,EnergyLimited,0.683017932
1201,WaterLimited,0.989660364
1202,EnergyLimited,1.173686855
1202,WaterLimited,1.000713057
1203,EnergyLimited,1.041385715
1203,WaterLimited,1.084487731
1204,EnergyLimited,0.689355473
1204,WaterLimited,1.230506505
1205,EnergyLimited,0.961215252
1205,WaterLimited,1.041070419
1206,EnergyLimited,0.790381023
1206,WaterLimited,0.609450735
1207,EnergyLimited,1.004808651
1207,WaterLimited,1.059147853
1208,EnergyLimited,1.0429938
1208,WaterLimited,0.818596959
1209,EnergyLimited,0.899592937
1209,WaterLimited,1.007595561
1210,EnergyLimited,0.970094004
1210,WaterLimited,1.197709494
1211,EnergyLimited,1.368565802
1211,WaterLimited,1.213166494
1212,EnergyLimited,1.263712756
1212,WaterLimited,1.198333895
1213,EnergyLimited,1.190561542
1213,WaterLimited,1.082685101
1214,EnergyLimited,1.180217654
1214,WaterLimited,1.064122661
1215,EnergyLimited,1.058779075
1215,WaterLimited,0.698546075
1216,EnergyLimited,1.022832214
1216,WaterLimited,1.097191679
1217,EnergyLimited,0.629202069
1217,WaterLimited,0.425493595
1218,EnergyLimited,0.636264134
1218,WaterLimited,0.213918306
1219,EnergyLimited,0.900982603
1219,WaterLimited,1.22725845
1220,EnergyLimited,1.059176364
1220,WaterLimited,1.32995676
1221,EnergyLimited,1.202790515
1221,WaterLimited,0.961912122
1222,EnergyLimited,1.315434365
1222,WaterLimited,1.255161127
1223,EnergyLimited,1.077093415
1223,WaterLimited,1.214799166
1224,EnergyLimited,1.386757643
1224,WaterLimited,0.948416448
1225,EnergyLimited,1.316930018
1225,WaterLimited,0.833659237
1226,EnergyLimited,1.182855377
1226,WaterLimited,1.153440752
1227,EnergyLimited,0.714565581
1227,WaterLimited,0.216184152
1228,EnergyLimited,1.063717033
1228,WaterLimited,1.107721464
1229,EnergyLimited,1.2143775
1229,WaterLimited,1.343250899
1230,EnergyLimited,0.652561705
1230,WaterLimited,1.069216627
1231,EnergyLimited,1.173149376
1231,WaterLimited,1.057661504
1232,EnergyLimited,1.023916378
1232,WaterLimited,1.262076144
1233,EnergyLimited,0.867784351
1233,WaterLimited,0.998891312
1234,EnergyLimited,0.857280885
1234,WaterLimited,1.018945324
1235,EnergyLimited,0.992283788
1235,WaterLimited,1.023531855
1236,EnergyLimited,1.017673766
1236,WaterLimited,0.532672985
1237,EnergyLimited,0.911407113
1237,WaterLimited,0.970582907
1238,EnergyLimited,1.065353044
1238,WaterLimited,1.18579216
1239,EnergyLimited,0.957330095
1239,WaterLimited,0.983612129
1240,EnergyLimited,1.016010516
1240,WaterLimited,1.132768537
1241,EnergyLimited,1.009993739
1241,WaterLimited,1.282239234
1242,EnergyLimited,1.031508944
1242,WaterLimited,1.175433831
1243,EnergyLimited,0.951459568
1243,WaterLimited,1.082044942
1244,EnergyLimited,0.763833986
1244,WaterLimited,0.919719047
1245,EnergyLimited,1.064507069
1245,WaterLimited,1.123123888
1246,EnergyLimited,0.763233578
1246,WaterLimited,0.891754042
1247,EnergyLimited,0.95100092
1247,WaterLimited,0.999142608
1248,EnergyLimited,1.181141755
1248,WaterLimited,1.175836168
1249,EnergyLimited,1.165416449
1249,WaterLimited,1.377845975
1250,EnergyLimited,0.952592559
1250,WaterLimited,1.100262182
1251,EnergyLimited,1.014819888
1251,WaterLimited,1.043361382
1252,EnergyLimited,0.925777882
1252,WaterLimited,1.063060133
1253,EnergyLimited,1.212973408
1253,WaterLimited,1.030766863
1254,EnergyLimited,0.623437537
1254,WaterLimited,0.176327271
1255,EnergyLimited,0.852130823
1255,WaterLimited,0.871505632
1256,EnergyLimited,0.898181101
1256,WaterLimited,0.810767471
1257,EnergyLimited,1.224558042
1257,WaterLimited,1.090486638
1258,EnergyLimited,0.498834388
1258,WaterLimited,0.458160668
1259,EnergyLimited,1.216099556
1259,WaterLimited,1.146886912
1260,EnergyLimited,1.060131385
1260,WaterLimited,1.169178652
1261,EnergyLimited,1.032172541
1261,WaterLimited,1.141401533
1262,EnergyLimited,1.208842657
1262,WaterLimited,1.274402132
1263,EnergyLimited,0.891157144
1263,WaterLimited,0.983921486
1264,EnergyLimited,0.860505054
1264,WaterLimited,0.220765263
1265,EnergyLimited,0.828873875
1265,WaterLimited,1.001575683
1266,EnergyLimited,1.010226062
1266,WaterLimited,1.164850075
1267,EnergyLimited,0.989153032
1267,WaterLimited,1.230050195
1268,EnergyLimited,1.008963815
1268,WaterLimited,1.177018223
1269,EnergyLimited,0.94059468
1269,WaterLimited,0.685846438
1270,EnergyLimited,0.887056803
1270,WaterLimited,1.134168802
1271,EnergyLimited,0.892993007
1271,WaterLimited,1.140204427
1272,EnergyLimited,1.176489209
1272,WaterLimited,1.222134239
1273,EnergyLimited,0.69431843
1273,WaterLimited,0.088560388
1274,EnergyLimited,0.981724686
1274,WaterLimited,1.195247894
1275,EnergyLimited,1.166225035
1275,WaterLimited,1.281651532
1276,EnergyLimited,1.218999989
1276,WaterLimited,0.885172541
1277,EnergyLimited,1.208026048
1277,WaterLimited,0.842651664
1278,EnergyLimited,0.70172651
1278,WaterLimited,1.186628947
1279,EnergyLimited,1.429504516
1279,WaterLimited,1.335539598
1280,EnergyLimited,1.010230264
1280,WaterLimited,1.33924183
1281,EnergyLimited,0.936811911
1281,WaterLimited,1.085668199
1282,EnergyLimited,1.167262569
1282,WaterLimited,1.031418591
1283,EnergyLimited,1.121708723
1283,WaterLimited,1.19739368
1284,EnergyLimited,0.766923244
1284,WaterLimited,0.981431809
1285,EnergyLimited,0.665695654
1285,WaterLimited,0.263147963
1286,EnergyLimited,0.923728406
1286,WaterLimited,1.05940289
1287,EnergyLimited,0.857045493
1287,WaterLimited,1.234333885
1288,EnergyLimited,0.58361234
1288,WaterLimited,0.635680744
1289,EnergyLimited,0.759249518
1289,WaterLimited,0.868683915
1290,EnergyLimited,0.74471646
1290,WaterLimited,1.039697762
1291,EnergyLimited,0.856136536
1291,WaterLimited,1.027633668
1292,EnergyLimited,0.988876994
1292,WaterLimited,0.655545775
1293,EnergyLimited,0.838872496
1293,WaterLimited,0.867806864
1294,EnergyLimited,0.951757407
1294,WaterLimited,0.979631712
1295,EnergyLimited,1.068686733
1295,WaterLimited,0.738111776
1296,EnergyLimited,1.038474893
1296,WaterLimited,0.656314208
1297,EnergyLimited,0.884657462
1297,WaterLimited,0.888567674
1298,EnergyLimited,1.065462903
1298,WaterLimited,0.82302237
1299,EnergyLimited,0.86014074
1299,WaterLimited,0.771864406
1300,EnergyLimited,1.021654824
1300,WaterLimited,0.933760542
1301,EnergyLimited,1.170755164
1301,WaterLimited,1.038923459
1302,EnergyLimited,1.035145726
1302,WaterLimited,1.059295511
1303,EnergyLimited,0.955900576
1303,WaterLimited,0.950783842
1304,EnergyLimited,1.08571078
1304,WaterLimited,1.020365018
1305,EnergyLimited,1.028849306
1305,WaterLimited,0.871335899
1306,EnergyLimited,1.018297762
1306,WaterLimited,0.945838361
1307,EnergyLimited,0.711757388
1307,WaterLimited,0.515950047
1308,EnergyLimited,1.082725684
1308,WaterLimited,0.782535037
1309,EnergyLimited,0.765033092
1309,WaterLimited,0.509670047
1310,EnergyLimited,0.942775308
1310,WaterLimited,0.847615645
1311,EnergyLimited,1.131659421
1311,WaterLimited,0.883424694
1312,EnergyLimited,1.130343681
1312,WaterLimited,0.696456912
1313,EnergyLimited,1.220550383
1313,WaterLimited,1.188920455
1314,EnergyLimited,1.464014465
1314,WaterLimited,1.222365294
1315,EnergyLimited,0.989493537
1315,WaterLimited,0.794921162
1316,EnergyLimited,0.928076771
1316,WaterLimited,0.871185842
1317,EnergyLimited,0.920609216
1317,WaterLimited,0.924741311
1318,EnergyLimited,1.006120699
1318,WaterLimited,0.944151336
1319,EnergyLimited,1.108978444
1319,WaterLimited,0.782189504
1320,EnergyLimited,1.18244137
1320,WaterLimited,0.931980461
1321,EnergyLimited,1.169789892
1321,WaterLimited,1.005469877
1322,EnergyLimited,1.20042918
1322,WaterLimited,0.904155705
1323,EnergyLimited,1.038433369
1323,WaterLimited,0.746838749
1324,EnergyLimited,1.340619863
1324,WaterLimited,0.876379307
1325,EnergyLimited,1.474403524
1325,WaterLimited,0.938210817
1326,EnergyLimited,1.469125509
1326,WaterLimited,0.964975973
1327,EnergyLimited,1.438104681
1327,WaterLimited,1.087097115
1328,EnergyLimited,1.385378277
1328,WaterLimited,0.856573018
1329,EnergyLimited,1.200153209
1329,WaterLimited,0.615926956
1330,EnergyLimited,1.367143511
1330,WaterLimited,1.427591047
1331,EnergyLimited,1.332029451
1331,WaterLimited,1.220902315
